path,timestamp,model,freq,building,t_start,t_end,total_timespan,import_cost,export_revenue,net_cost,net_cost_adj,import_squared,export_squared,e_discharged_total,battery_deg_costs,net_cost_final,e_end,pg_import_total,pg_export_total,e_export_total,e_import_total,e_throughput,e_battery_deg_costs,steps,solver_fails,solver_fail_count,solver_fail_pct,solver_top_errors,solver_status_mix
03_optimization/runs/2026-05-03_16-28/SFH4/logs_2026-05-03_16-28_op-mpc_det_rule_constGrid_freq-15_building-SFH4_run-8fd10a41.csv,2026-05-03_16-28,mpc_det_rule_constGrid,15,SFH4,2020-07-20 04:00:00+00:00,2020-07-21 03:59:50+00:00,23.997222222222224,1.7146091743454176e-07,2.2059063844326037,-2.205906212971686,-2.7383598129716864,3.076436743194982e-11,13220.203242641308,8.4465,0.7095,-2.028859812971686,2.7166,6550.567790451967,-6550.567790451967,18.196,0.0,15.5867,0.7095,8640,0/8640 (0.0%),0,0.0,,
