path,timestamp,model,freq,building,t_start,t_end,total_timespan,import_cost,export_revenue,net_cost,net_cost_adj,import_squared,export_squared,e_discharged_total,battery_deg_costs,net_cost_final,e_end,pg_import_total,pg_export_total,e_export_total,e_import_total,e_throughput,e_battery_deg_costs,steps,solver_fails,solver_fail_count,solver_fail_pct,solver_top_errors,solver_status_mix
03_optimization/runs/2026-04-22_14-23/SFH3/logs_2026-04-22_14-23_op-mpc_det_rule_constGrid_freq-60_building-SFH3_run-d3eb4c91.csv,2026-04-22_14-23,mpc_det_rule_constGrid,60,SFH3,2020-07-20 04:00:00+00:00,2020-12-20 03:00:00+00:00,3671.0,292.15417551655673,196.40545275949543,95.7487227570613,93.1479791570613,2366.9251724079672,5001.065128264709,1140.8264,95.8294,188.9773791570613,13.2691,1815.9015458051977,-1815.9015458051977,1815.9015,1160.0157,2291.5768,95.8294,3672,1/3672 (0.03%),1,0.0002723311546840959,fallback_decision:1,error1:1
03_optimization/runs/2026-04-22_14-23/SFH3/logs_2026-04-22_14-23_op-ideal_rule_constGrid_freq-60_building-SFH3_run-07e00f11.csv,2026-04-22_14-23,ideal_rule_constGrid,60,SFH3,2020-07-20 04:00:00+00:00,2020-12-20 03:00:00+00:00,3671.0,238.85970671042463,179.80604232287106,59.05366438755357,57.26467438755357,2262.1019971765986,5089.236334834608,951.2358,79.9038,137.16847438755357,9.1275,1698.196077122416,-1698.196077122416,1698.1961,1030.4231,1908.0921,79.9038,3672,0/3672 (0.0%),0,0.0,,
03_optimization/runs/2026-04-22_14-23/SFH3/logs_2026-04-22_14-23_op-rule-based_freq-60_building-SFH3_run-b673ca5c.csv,2026-04-22_14-23,rule-based,60,SFH3,2020-07-20 04:00:00+00:00,2020-12-20 03:00:00+00:00,3671.0,293.23324587771486,174.80639305904643,118.42685281866844,118.42685281866844,2260.492552396328,5548.180432363481,581.4031,48.8379,167.26475281866843,0.0,1650.7714207852466,-1650.7714207852466,1650.7714,958.7404,1158.9619,48.8379,3672,0/3672 (0.0%),0,0.0,,
03_optimization/runs/2026-04-22_14-23/SFH3/logs_2026-04-22_14-23_op-ideal_freq-60_building-SFH3_run-2e1c1c6f.csv,2026-04-22_14-23,ideal,60,SFH3,2020-07-20 04:00:00+00:00,2020-12-20 03:00:00+00:00,3671.0,238.8436142186067,179.80378649321665,59.03982772539004,57.26110812539004,2269.510739210388,5092.735930249518,951.2524,79.9052,137.16630812539003,9.0751,1698.168458868856,-1698.168458868856,1698.1685,1030.3427,1908.0717,79.9052,3672,1/3672 (0.03%),1,0.0002723311546840959,fallback_decision:1,error1:1
