timestamp,action,pb,pg,gt,soe_now,soe_new,solver_ok,solver_status,solver_error,import_price,export_price,c_bat_deg
2020-07-20 04:00:00+00:00,-8.485676560964385e-08,-8.485676560964385e-08,-0.09498245428482359,-0.0949825391415892,4.0,4.00000008315963,True,ok,,0.3,0.1,0.084
2020-07-20 05:00:00+00:00,-2.3390731095316873e-07,-2.3390731095316873e-07,-0.21317524758531264,-0.2131754814926236,4.00000008315963,4.000000312388795,True,ok,,0.3,0.1,0.084
2020-07-20 06:00:00+00:00,-8.485684204618188e-08,-8.485684204618188e-08,-0.4628923413011605,-0.4628924261580026,4.000000312388795,4.0000003955485,True,ok,,0.3,0.1,0.084
2020-07-20 07:00:00+00:00,-2.33907461145455e-07,-2.33907461145455e-07,-0.42994685894454676,-0.4299470928520079,4.0000003955485,4.000000624777812,True,ok,,0.3,0.1,0.084
2020-07-20 08:00:00+00:00,-2.3390749329421816e-07,-2.3390749329421816e-07,-0.568133417263749,-0.5681336511712423,4.000000624777812,4.000000854007155,True,ok,,0.3,0.1,0.084
2020-07-20 09:00:00+00:00,-2.3390755668260872e-07,-2.3390755668260872e-07,-1.2376169108382373,-1.237617144745794,4.000000854007155,4.00000108323656,True,ok,,0.3,0.1,0.084
2020-07-20 10:00:00+00:00,-2.3390755487411786e-07,-2.3390755487411786e-07,-1.435809010201102,-1.435809244108657,4.00000108323656,4.0000013124659635,True,ok,,0.3,0.1,0.084
2020-07-20 11:00:00+00:00,-2.3390754570151456e-07,-2.3390754570151456e-07,-1.468435198180053,-1.4684354320875987,4.0000013124659635,4.000001541695358,True,ok,,0.3,0.1,0.084
2020-07-20 12:00:00+00:00,-2.3390756363281446e-07,-2.3390756363281446e-07,-3.3738684057844726,-3.373868639692036,4.000001541695358,4.00000177092477,True,ok,,0.3,0.1,0.084
2020-07-20 13:00:00+00:00,-2.339075531207118e-07,-2.339075531207118e-07,-3.3478879455186217,-3.347888179426175,4.00000177092477,4.000002000154172,True,ok,,0.3,0.1,0.084
2020-07-20 14:00:00+00:00,-2.3390754378930325e-07,-2.3390754378930325e-07,-3.51641991339816,-3.516420147305704,4.000002000154172,4.000002229383565,True,ok,,0.3,0.1,0.084
2020-07-20 15:00:00+00:00,0.4649947050848423,0.4649947050848423,-3.3692583738584823,-2.90426366877364,4.000002229383565,3.5255178364398483,True,ok,,0.4,0.18,0.084
2020-07-20 16:00:00+00:00,0.1293574800871872,0.1293574800871872,-0.7665905619597141,-0.6372330818725269,3.5255178364398483,3.3935204077794534,True,ok,,0.4,0.18,0.084
2020-07-20 17:00:00+00:00,0.12978307521911175,0.12978307521911175,-0.4725980168308951,-0.34281494161178333,3.3935204077794534,3.2610886983721965,True,ok,,0.4,0.18,0.084
2020-07-20 18:00:00+00:00,0.21879004135977984,0.21879004135977984,-0.15272714506544177,0.06606289629433805,3.2610886983721965,3.0378335541275234,True,ok,,0.4,0.18,0.084
2020-07-20 19:00:00+00:00,0.13983156504704092,0.13983156504704092,1.0251432566721341e-07,0.13983166756136658,3.0378335541275234,2.895148283671359,True,ok,,0.2,0.07,0.084
2020-07-20 20:00:00+00:00,0.09829375862587283,0.09829375862587283,1.0251427251528611e-07,0.09829386114014535,2.895148283671359,2.794848529971489,True,ok,,0.2,0.07,0.084
2020-07-20 21:00:00+00:00,0.18799443495593704,0.18799443495593704,3.719009714076016e-08,0.18799447214603418,2.794848529971489,2.603017473894002,True,ok,,0.2,0.07,0.084
2020-07-20 22:00:00+00:00,0.06942748066368307,0.06942748066368307,1.0251420136386802e-07,0.06942758317788443,2.603017473894002,2.532173105869836,True,ok,,0.2,0.07,0.084
2020-07-20 23:00:00+00:00,0.1315506199019269,0.1315506199019269,1.0251431512009468e-07,0.13155072241624202,2.532173105869836,2.397937779439298,True,ok,,0.2,0.07,0.084
2020-07-21 00:00:00+00:00,0.10602775861197827,0.10602775861197827,1.0251428562979559e-07,0.1060278611262639,2.397937779439298,2.289746189018912,True,ok,,0.2,0.07,0.084
2020-07-21 01:00:00+00:00,0.10071203646171599,0.10071203646171599,1.025142752630881e-07,0.10071213897599125,2.289746189018912,2.186978804874304,True,ok,,0.2,0.07,0.084
2020-07-21 02:00:00+00:00,0.198162230902569,0.198162230902569,1.025143699651121e-07,0.19816233341693895,2.186978804874304,1.984772446810458,True,ok,,0.2,0.07,0.084
2020-07-21 03:00:00+00:00,0.07396095882522245,0.07396095882522245,1.0251422900842133e-07,0.07396106133945146,1.984772446810458,1.9093020806622718,True,ok,,0.2,0.07,0.084
2020-07-21 04:00:00+00:00,-2.3390564136985823e-07,-2.3390564136985823e-07,-0.0265987939479004,-0.02659902785354177,1.9093020806622718,1.9093023098898003,True,ok,,0.3,0.1,0.084
2020-07-21 05:00:00+00:00,-2.339081291394493e-07,-2.339081291394493e-07,-0.43610737437466546,-0.4361076082827946,1.9093023098898003,1.9093025391197669,True,ok,,0.3,0.1,0.084
2020-07-21 06:00:00+00:00,-2.3390822893273806e-07,-2.3390822893273806e-07,-1.7013995034318685,-1.7013997373400975,1.9093025391197669,1.9093027683498311,True,ok,,0.3,0.1,0.084
2020-07-21 07:00:00+00:00,-2.3390821583370064e-07,-2.3390821583370064e-07,-2.8834437949412215,-2.8834440288494374,1.9093027683498311,1.9093029975798828,True,ok,,0.3,0.1,0.084
2020-07-21 08:00:00+00:00,-2.3390818760873907e-07,-2.3390818760873907e-07,-3.210590698043036,-3.2105909319512236,1.9093029975798828,1.9093032268099066,True,ok,,0.3,0.1,0.084
2020-07-21 09:00:00+00:00,-2.339081613246944e-07,-2.339081613246944e-07,-4.023867240214087,-4.023867474122248,1.9093032268099066,1.9093034560399047,True,ok,,0.3,0.1,0.084
2020-07-21 10:00:00+00:00,-2.339081310562391e-07,-2.339081310562391e-07,-4.137407806228082,-4.137408040136213,1.9093034560399047,1.909303685269873,True,ok,,0.3,0.1,0.084
2020-07-21 11:00:00+00:00,-2.3390809554454007e-07,-2.3390809554454007e-07,-3.237793418570576,-3.2377936524786715,1.909303685269873,1.9093039144998067,True,ok,,0.3,0.1,0.084
2020-07-21 12:00:00+00:00,-2.3390806076843532e-07,-2.3390806076843532e-07,-2.7388531291721647,-2.7388533630802256,1.9093039144998067,1.9093041437297062,True,ok,,0.3,0.1,0.084
2020-07-21 13:00:00+00:00,-2.339080415580169e-07,-2.339080415580169e-07,-4.9346000408788715,-4.934600274786913,1.9093041437297062,1.9093043729595869,True,ok,,0.3,0.1,0.084
2020-07-21 14:00:00+00:00,-8.485690093541326e-08,-8.485690093541326e-08,-3.5681282503495435,-3.5681283352064446,1.9093043729595869,1.9093044561193497,True,ok,,0.3,0.1,0.084
2020-07-21 15:00:00+00:00,0.12339918846059747,0.12339918846059747,-2.610286686409467,-2.4868874979488695,1.9093044561193497,1.783386916873842,True,ok,,0.4,0.18,0.084
2020-07-21 16:00:00+00:00,0.03014022870904616,0.03014022870904616,-0.7928138531758897,-0.7626736244668435,1.783386916873842,1.7526315814564482,True,ok,,0.4,0.18,0.084
2020-07-21 17:00:00+00:00,0.029171996236290593,0.029171996236290593,-0.2748926131327811,-0.24572061689649052,1.7526315814564482,1.7228642383581925,True,ok,,0.4,0.18,0.084
2020-07-21 18:00:00+00:00,0.06850453191454862,0.06850453191454862,-0.03604936948921512,0.03245516242533351,1.7228642383581925,1.6529616547719184,True,ok,,0.4,0.18,0.084
